id_invoice,issuedDate,address,company,companyEmail,country,contact,name,service,total,discount,tax,invoiceStatus,balance,dueDate,client
45,2022-11-02,"75703 Smith Creek Suite 469, Lake Lisa, KS 97088",Williams-Leonard,boydcindy@peck-clark.biz,Niue,+1-947-886-8224x271,Matthew Nelson,E-commerce Development,3806.22,432.27,167.33,Pending,3541.28,2022-11-22,Company A
86,2023-04-08,"2928 Robert Points Apt. 946, Lindseybury, TN 05660",Carter and Sons,jonathandavis@pacheco.com,Solomon Islands,+1-424-647-0103x1587,Matthew Buckley,Web Development,2657.87,313.3,240.71,Overdue,2585.28,2023-04-16,Company D
19,2022-08-15,"3961 Matthews Ridges Apt. 840, West Robert, CO 30208",Pierce-Stone,adamssandra@wallace-henderson.info,Oman,(335)858-3323x855,Alexandria Johnson,UI/UX Design,887.53,157.57,70.16,Paid,800.12,2022-08-26,Company E
65,2023-05-04,"7105 Ryan Curve Apt. 705, New Katherine, AS 41752","Stanley, Jones and Mendoza",rachel13@brewer.com,Guadeloupe,224-769-1691,Michael Parker,AI Solution,3516.35,356.49,227.53,Paid,3387.39,2023-05-18,Company D
62,2023-01-02,"74042 Jones Forest Apt. 726, East Arthurborough, TN 94406",Weaver and Sons,stephenthomas@macdonald.com,Gabon,352-475-0830x897,Stephen Jenkins,Web Development,534.0,53.85,43.88,Paid,524.03,2023-01-28,Company B
8,2022-10-01,"071 Joshua Ville, Port Daleview, MN 71311",Carlson-Garza,navarrorandy@brown.com,Croatia,224-285-5328,Danny Jennings,Mobile App Development,3529.97,329.82,212.89,Paid,3413.04,2022-10-24,Company D
38,2022-11-03,"42300 Brown Meadow, East Christinaland, SC 47869","Bell, Gould and Martinez",rhancock@wilson.com,Tunisia,5797345635,Alex Brown,IoT Solution,3622.52,491.07,298.08,Overdue,3429.53,2022-12-03,Company C
33,2022-07-22,"492 Tiffany Meadows Suite 204, Connieborough, MO 74264","Thomas, Warren and Bailey",ikelly@griffith-knox.com,Equatorial Guinea,934-790-6813x1802,Kristina Smith,Mobile App Development,1863.04,92.59,181.84,Paid,1952.29,2022-08-17,Company A
89,2022-07-30,"609 Hood Haven, South Matthewtown, AK 61320",Salazar Ltd,ricky27@lin.com,Korea,(871)647-1336,Vicki Roberts,IoT Solution,4660.69,641.49,433.63,Overdue,4452.83,2022-08-16,Company E
36,2023-01-23,"452 Kim Burg Apt. 375, West Wendystad, AZ 76780",Johnson and Sons,longrobert@griffin-calhoun.com,Morocco,325-768-0603,Valerie Johnson,AI Solution,6552.09,1166.83,395.15,Paid,5780.41,2023-02-22,Company A
72,2023-05-05,"903 Carl Spring Suite 182, South Kylemouth, FM 60063",Ramos-Romero,christopherharris@garcia.info,India,655.314.7088x922,Randall Anderson,Web Development,2066.0,320.04,90.66,Paid,1836.62,2023-05-20,Company A
87,2023-05-24,"2947 Pearson Crest Suite 457, West Sarahside, MP 97894","Hill, Edwards and Taylor",john46@rodriguez-hernandez.org,Peru,001-394-403-9639x85267,Tamara Fleming,E-commerce Development,1143.44,170.61,109.22,Overdue,1082.05,2023-06-16,Company E
39,2022-12-07,"907 Garrett Stream Suite 626, East Jasonfurt, MT 08243","Mcgee, Mitchell and Larsen",amanda20@wright-gonzalez.com,Saint Lucia,957-836-1942x0987,Nicolas Lewis,Web Development,800.32,121.72,20.94,Paid,699.54,2023-01-05,Company C
8,2022-11-29,"PSC 2455, Box 2491, APO AA 43196","Carpenter, Ray and Wilson",collinsdanielle@peck.com,Malawi,350.243.7063,Rebecca Rodriguez,IoT Solution,5972.45,1157.73,382.08,Overdue,5196.8,2022-12-16,Company D
85,2023-06-30,"446 Summers Port, Lake Destiny, VT 47750",Glover Inc,cohenchad@murphy.com,Saint Kitts and Nevis,001-449-833-2619x00599,Christopher Anderson,Web Development,1724.96,26.11,58.56,Overdue,1757.41,2023-07-17,Company C
22,2022-11-27,"4850 Krystal Orchard, Berryside, PW 51616",Gentry and Sons,grahamjohn@brown-marshall.com,Qatar,001-937-663-2272x3411,Kelsey Brown,IoT Solution,4665.79,53.44,222.25,Paid,4834.6,2022-12-06,Company A
34,2022-08-31,"4725 Russell Forges, Stevetown, NE 28399",Cooper and Sons,santosclayton@wallace.net,Yemen,001-478-657-8422x840,Jody Horn,UI/UX Design,405.94,65.77,15.12,Pending,355.29,2022-09-09,Company E
73,2022-10-27,"39669 Jones Forest, Jonburgh, ID 76121",Martin-Grant,benjamin15@cooke.com,Afghanistan,(392)267-4803x70046,Cynthia Campbell,UI/UX Design,412.09,78.28,25.28,Paid,359.09,2022-11-10,Company B
73,2023-04-29,"65960 Rowe Roads, Port Gabrielville, NE 50836",Mitchell LLC,vickie99@padilla-walker.com,Iceland,6769937792,Thomas Davis,E-commerce Development,4427.81,714.84,303.78,Paid,4016.75,2023-05-25,Company B
36,2023-01-23,"PSC 6833, Box 7605, APO AP 17812",Blackwell Ltd,nataliehammond@johnson-russell.com,Malta,2105894819,Lori Dawson,E-commerce Development,3677.8,160.6,170.93,Paid,3688.13,2023-02-08,Company D
5,2023-02-01,"PSC 6025, Box 9057, APO AE 53150",Robertson and Sons,wendy04@perez.org,Korea,+1-523-680-8559x550,David Miller,Web Development,758.39,105.45,24.92,Paid,677.86,2023-02-26,Company B
92,2022-08-20,"7631 Lisa Wells Apt. 321, Bethanyfort, NE 97074","Diaz, Ritter and Miller",marcdeleon@riley.com,Falkland Islands (Malvinas),001-601-687-3023,Gina Rogers,IoT Solution,5793.69,669.66,300.04,Pending,5424.07,2022-09-07,Company C
23,2023-03-20,"4754 Jones Walks, Michaelfort, UT 16264",Smith-Harper,daniellealvarado@perry-rivera.com,Haiti,(704)307-0504x94960,Michelle Martinez,Web Development,2768.72,239.16,174.33,Overdue,2703.89,2023-03-28,Company D
79,2023-05-13,"15387 Nicole Curve Apt. 471, Brandonport, DC 06919",Dougherty PLC,joseph39@walsh.com,Denmark,(366)413-2565x9993,Raymond Baker,Mobile App Development,4902.16,901.41,450.55,Paid,4451.3,2023-06-07,Company E
1,2023-03-12,"658 Mariah Neck Suite 533, West Emily, MN 01479","Green, Harris and Whitaker",scott83@gonzalez.com,France,001-607-527-1029x70278,Nathan Thomas,E-commerce Development,4827.27,741.24,190.58,Overdue,4276.61,2023-03-24,Company A
83,2022-11-19,"3214 Jennifer Plains Apt. 103, Stephaniestad, AR 60882","Vasquez, Anderson and Glass",yuanthony@dillon.com,Vanuatu,984-668-8479x0101,Cindy Ferguson,Web Development,2938.24,136.97,168.01,Pending,2969.28,2022-12-12,Company C
69,2023-04-25,"60302 Sarah Branch, Stacyport, NY 22819",Jacobs-Stone,shieldsmichael@yates-thomas.org,Gibraltar,(490)929-6843,Stephen Dillon,IoT Solution,3152.26,149.98,152.23,Overdue,3154.51,2023-05-22,Company B
2,2022-09-07,"1659 Carpenter Vista, Port Richard, CA 28224",Brown Group,rtaylor@lynch.com,Saint Vincent and the Grenadines,858-246-2462x19066,Michael Reeves,Web Development,579.43,94.42,51.43,Pending,536.44,2022-09-19,Company B
35,2023-02-01,"USCGC Armstrong, FPO AA 96310",Watson PLC,ryan12@schmidt.com,Finland,+1-231-489-9493x963,Denise Phillips,E-commerce Development,1698.72,2.12,32.73,Overdue,1729.33,2023-02-27,Company D
73,2023-05-16,"982 Everett Curve, Nicholsontown, MN 61726","Bishop, Thomas and Leon",brownbrian@atkinson-mccarthy.com,Sweden,407-834-5098,Rachel Pham,AI Solution,3809.95,618.77,123.78,Pending,3314.96,2023-05-30,Company A
24,2023-04-07,"05124 Bailey Highway, North Yvonneland, HI 34517",Stanley-Frazier,mariah71@abbott.info,Botswana,(558)411-9233x27982,Richard Knapp,Mobile App Development,3184.15,247.36,308.17,Paid,3244.96,2023-04-24,Company C
5,2023-04-08,"97373 Byrd Harbors, New Theresa, LA 39705",Garrett-Fuller,jacqueline55@carter.net,Lithuania,(232)821-8494x966,Melissa Collins,UI/UX Design,855.93,84.89,20.41,Paid,791.45,2023-05-07,Company D
98,2023-02-07,"277 Allen Port, Washingtonville, AL 88181",Calderon-Adams,mariadean@fisher-ferguson.com,Liberia,902.560.8660x4739,Ann Page,Web Development,626.08,46.91,51.73,Paid,630.9,2023-02-22,Company E
21,2022-11-27,"971 Anderson Estate Apt. 670, New Joeville, DC 64401",Jones Group,robertskaitlin@taylor.info,Mayotte,+1-273-374-0992x349,Logan Thomas,UI/UX Design,845.87,86.14,17.21,Paid,776.94,2022-12-19,Company D
82,2023-07-05,"Unit 0329 Box 5850, DPO AA 91083","Perkins, Jackson and Gomez",garretttammy@watts-collins.com,Qatar,+1-247-504-2429x46035,John Stewart,E-commerce Development,2718.93,150.16,95.95,Pending,2664.72,2023-07-31,Company C
85,2022-07-30,"9582 Rios Parkways Suite 491, West Laura, OH 05483",Hall-Black,fordtyler@pruitt-martin.com,Central African Republic,(720)337-3263,Gina Hawkins,E-commerce Development,3762.7,514.83,350.08,Pending,3597.95,2022-08-28,Company C
72,2023-01-04,"18779 Guy Stravenue Apt. 556, Rogersberg, PR 49803",Pittman-Hill,masonjared@white.com,Turkmenistan,7562350726,Dr. Anna Salas DDS,UI/UX Design,991.7,141.86,36.82,Paid,886.66,2023-01-29,Company D
16,2022-08-24,"373 Joseph Place Apt. 563, Port Ethanfurt, NE 38715",Powers Inc,melissa19@patterson.biz,Vietnam,305-464-8639x5693,Edward Carter,E-commerce Development,4353.73,551.3,21.12,Paid,3823.55,2022-09-21,Company E
93,2023-01-03,"331 Lindsay Grove Apt. 877, West Summer, TX 72035","Jennings, Smith and Hernandez",wwhite@osborn.info,Latvia,5844023882,Donna Willis,Web Development,2324.91,171.9,38.82,Pending,2191.83,2023-01-26,Company C
63,2023-04-30,"11202 Austin Walk, South Anthony, ID 92112",Bryant Group,nspears@jackson.biz,Japan,001-327-665-5949x519,Paul Odom,UI/UX Design,254.74,46.07,11.84,Pending,220.51,2023-05-18,Company B
82,2022-11-14,"96939 Chelsea Green, East Shawnberg, GU 90194",Chandler Group,pterry@peterson.biz,Paraguay,952.625.0878x602,Laura Snyder,Mobile App Development,2525.38,98.44,167.83,Paid,2594.77,2022-11-27,Company E
86,2022-10-11,"052 Tapia Mountain, Nolanberg, PR 23272",Flores-Nash,michaelwarner@underwood-carr.com,Bermuda,462-230-0313,Fernando Bennett,Mobile App Development,3095.99,437.97,155.16,Pending,2813.18,2022-11-06,Company B
69,2023-01-12,"820 Cole Shores Apt. 478, North Marvin, NY 35019","Duffy, Wright and Pugh",lisa15@elliott-herrera.com,British Indian Ocean Territory (Chagos Archipelago),3687451490,Robert Mitchell,Mobile App Development,1317.15,218.09,119.33,Pending,1218.39,2023-01-25,Company A
44,2023-01-21,"9359 Kevin Flat, Vanessamouth, DE 27354",Frost-Mcdaniel,michelle96@neal-winters.com,Israel,001-587-213-0757x53623,Michael Cooper,IoT Solution,2081.75,373.61,167.52,Overdue,1875.66,2023-02-16,Company E
79,2022-07-22,"2366 Hansen Landing, Payneview, ME 79944",Jackson Group,moonscott@morales.biz,Venezuela,(415)533-4304,Latoya Byrd,Web Development,914.65,154.77,76.63,Paid,836.51,2022-08-09,Company C
63,2023-03-08,"PSC 7664, Box 2007, APO AE 80151","Hoffman, Miller and Jackson",michaelhardin@gomez-johnson.com,Bolivia,354-406-2500x067,Marcia Chan,AI Solution,3200.67,278.79,7.13,Pending,2929.01,2023-04-07,Company D
74,2023-04-15,"9372 Morris Neck Apt. 328, New Jasonhaven, MN 38004","Gardner, Miller and Glover",janeruiz@garcia.info,Greenland,+1-709-961-3473x42913,Hunter Townsend,Mobile App Development,3272.38,147.59,61.55,Overdue,3186.34,2023-05-12,Company A
9,2023-02-18,"1643 Meagan Skyway Apt. 266, Singletonfort, NM 95556",Thompson-Morales,xjohnson@ballard.com,Dominica,(557)654-7495,Sean Oconnor,E-commerce Development,4672.72,398.09,186.6,Paid,4461.23,2023-02-27,Company D
72,2022-11-16,"566 Oscar Hills, New Alisonton, AS 84059",Snyder-Hernandez,matthewzimmerman@wall.biz,Saint Pierre and Miquelon,+1-856-397-9511x349,Barbara Walker,AI Solution,6747.74,355.71,169.37,Pending,6561.4,2022-12-15,Company B
48,2023-04-16,"9884 Austin Extension Suite 538, Comptonfort, WY 20058",Nelson-Bishop,pittsdanny@perkins-wong.com,Egypt,929-716-9907x2607,Jeff Lamb,Mobile App Development,3348.22,77.56,100.47,Overdue,3371.13,2023-05-10,Company D
53,2022-09-11,"941 Aguirre Prairie Suite 937, Lake Austinfort, MN 48325",Stewart PLC,ycruz@chavez.com,Pitcairn Islands,932-538-6842x116,Christopher Carter,AI Solution,7043.26,416.39,16.17,Paid,6643.04,2022-10-11,Company A
1,2023-04-30,"82199 Martin Canyon Suite 694, East Diana, AS 34297","Hughes, Simon and Stewart",nathanporter@humphrey.com,South Georgia and the South Sandwich Islands,+1-671-566-7543x1341,Renee Baker,Web Development,2854.79,351.81,263.0,Paid,2765.98,2023-05-12,Company E
83,2022-10-25,"000 Daniel Village, Lucaston, DE 77660","West, Lewis and Francis",phillipsjorge@pena.info,India,786.260.2351x43852,Adam Young,AI Solution,7892.93,611.33,473.63,Overdue,7755.23,2022-11-05,Company C
86,2022-12-25,"7333 Carlson Ville, New Hannah, KS 84143",Jordan-Burns,muellernathan@mcintyre.com,Jordan,(460)682-4466,Jessica Hall,AI Solution,3755.36,259.06,358.19,Overdue,3854.49,2023-01-20,Company A
34,2023-04-15,"78470 Johnson Port, Lake Joel, DC 87795","Brown, Robinson and Chandler",lparker@fernandez.com,North Macedonia,(390)314-6857x7787,Aaron Soto,IoT Solution,3286.44,464.37,9.26,Pending,2831.33,2023-05-03,Company C
96,2023-06-24,"02232 Davies Streets, Howardville, CO 06021",Morton-Pitts,michaelrosales@clark.com,Jersey,+1-980-700-8746x14325,Dean Huber,IoT Solution,3421.83,192.11,1.96,Paid,3231.68,2023-07-17,Company D
58,2022-11-16,"061 Morris Corner, Lake Linda, AK 44912",Perez-Moss,nicholas34@long.info,Indonesia,001-768-699-6322,Alejandro Leonard,UI/UX Design,556.9,92.66,35.68,Overdue,499.92,2022-12-01,Company C
34,2022-09-16,"897 Baldwin Bypass Suite 612, Knappshire, GU 16472",Henderson-Sullivan,pcarpenter@herrera.org,Barbados,(998)739-0450,David Lane,Mobile App Development,3630.21,375.05,134.85,Paid,3390.01,2022-10-14,Company E
43,2023-05-15,"7194 Ronald Drive, Riversborough, AR 86260",Peterson-Thompson,jparker@austin.com,Jordan,2165832406,Kyle Elliott,Mobile App Development,1167.51,88.91,69.17,Paid,1147.77,2023-05-31,Company D
47,2023-05-30,"5644 Greer Wall, Jamiechester, NV 06431",Ramos-Taylor,jessica84@castillo-williams.com,Paraguay,+1-434-519-3021x828,Lance Wallace,UI/UX Design,792.43,146.99,40.1,Overdue,685.54,2023-06-16,Company B
68,2023-05-04,"2273 Brown Row Suite 671, East Adriana, HI 86622",Watts PLC,adrianpreston@clarke.com,Bermuda,655-994-5400,Jeffrey Briggs,UI/UX Design,843.63,121.84,45.68,Pending,767.47,2023-05-28,Company E
24,2022-10-16,"PSC 4013, Box 5838, APO AA 95909",Rodriguez LLC,garciaryan@baker.org,Saint Barthelemy,+1-904-216-0451x396,Victoria Smith,Mobile App Development,2835.28,360.0,117.98,Pending,2593.26,2022-10-29,Company A
91,2023-03-09,"636 Sims Stravenue, Martinborough, MD 11540",Watson-Escobar,olewis@young-nelson.com,Netherlands Antilles,(858)506-1397x464,Chelsea Robinson,IoT Solution,2510.22,208.41,160.25,Pending,2462.06,2023-03-26,Company E
87,2022-07-19,"PSC 5208, Box 6933, APO AP 36203","Johnson, Williams and Chan",dustin60@cortez-white.com,Aruba,001-486-647-9739x6194,Kyle Hill,IoT Solution,3327.19,156.32,109.41,Overdue,3280.28,2022-07-30,Company B
53,2022-11-27,"9365 Ashlee Lodge, North Tristan, MP 83644",Powell and Sons,jessicasmith@bryan.info,Norfolk Island,001-919-674-1749,John Andrade,Mobile App Development,4402.25,788.49,90.79,Paid,3704.55,2022-12-13,Company C
77,2023-04-27,"USS Moore, FPO AA 82335",Odom-Myers,aaron72@park-alvarez.biz,Chile,(966)821-2751,Bradley Barrett,UI/UX Design,679.35,123.64,6.31,Overdue,562.02,2023-05-05,Company D
54,2022-07-20,"41455 Lisa Plains Apt. 842, New Susan, PA 38562",Powell-Cortez,fsimpson@allen-quinn.com,Netherlands Antilles,001-865-372-5464x0702,Angela Barnes,E-commerce Development,2120.49,35.85,177.2,Overdue,2261.84,2022-08-19,Company C
96,2023-05-27,"4921 Jones Row, Gregoryport, IN 98451","Gordon, Daniels and Gomez",smithsally@smith.com,Congo,202.487.7584x1424,Amber Clayton,IoT Solution,5728.67,713.13,129.74,Pending,5145.28,2023-06-04,Company C
15,2023-01-27,"Unit 1659 Box 8218, DPO AA 80374","Cook, Padilla and Robinson",cherylolson@patterson-webb.net,Papua New Guinea,+1-657-913-2804,David Salazar,UI/UX Design,551.87,20.95,12.1,Overdue,543.02,2023-02-15,Company E
86,2022-10-23,"Unit 4221 Box 6704, DPO AE 67009",Chandler-Spencer,hstanley@ramsey-bishop.info,Algeria,001-532-379-1323x80642,David Woods,Mobile App Development,1319.64,178.71,82.91,Overdue,1223.84,2022-11-04,Company B
5,2022-09-20,"0609 Kim Islands, Boothside, NC 91108","Garcia, Howard and Schultz",ryangregory@houston.com,Andorra,(561)249-6577,John Garcia,IoT Solution,7738.26,722.75,211.49,Paid,7227.0,2022-10-19,Company C
55,2022-10-08,"8444 Weiss Groves, Lake Luischester, NJ 16448","Rodriguez, Marshall and Austin",faulknersharon@roberts.biz,Bermuda,+1-784-272-7856x1156,James Aguilar,AI Solution,4031.74,240.57,68.61,Paid,3859.78,2022-10-17,Company A
56,2023-03-18,"0983 Rachel Mill Suite 117, East Joseph, NJ 88652","Kim, Mcbride and Edwards",susan66@ferrell.com,Monaco,001-708-493-6334x931,Jeffery Leonard,UI/UX Design,658.98,116.52,26.71,Paid,569.17,2023-04-13,Company A
65,2022-12-01,"57253 Anthony Forges, South Thomasmouth, OH 47822",Ochoa Group,fconner@mcclure-howell.com,Georgia,001-603-708-9705x965,Cory Freeman,IoT Solution,6714.48,894.22,230.46,Pending,6050.72,2022-12-13,Company E
31,2022-12-31,"9708 Penny Turnpike, Lake Diane, CO 76664",Harrison Inc,gonzaleztanya@hill.biz,Reunion,(508)962-6482x362,Jonathan Reese,Mobile App Development,1831.14,125.13,1.85,Paid,1707.86,2023-01-13,Company C
76,2022-09-04,"Unit 2406 Box 6123, DPO AE 76449",Knight Ltd,natalie59@allen.com,Maldives,001-262-825-9338x98080,Catherine Silva,AI Solution,7662.13,1432.86,412.47,Overdue,6641.74,2022-09-19,Company E
80,2022-11-17,"860 Zachary Mountains, Banksshire, NC 13209",Walker and Sons,khill@rocha.com,Cuba,403-209-8010,Jason Phelps,UI/UX Design,508.82,6.57,15.19,Paid,517.44,2022-11-28,Company C
31,2023-04-07,"803 Adam Viaduct, Thomasburgh, HI 17179",Bryan-Miller,jbautista@ross.net,Slovenia,567.777.9503x165,Michelle Perkins,Mobile App Development,2103.78,55.92,135.39,Paid,2183.25,2023-05-05,Company A
26,2023-06-21,"041 Patricia Mews Apt. 058, West Justin, DC 39826","Carr, Skinner and Santiago",yjackson@jones-hernandez.info,Lebanon,464.451.7838x3574,Thomas Anderson,UI/UX Design,872.57,102.32,2.59,Overdue,772.84,2023-07-09,Company C
1,2023-03-20,"59046 Garcia Grove, Elizabethshire, CO 71393",Torres-Hudson,fthomas@jordan.info,French Southern Territories,6346932703,Benjamin Ferrell,AI Solution,7736.74,1536.41,358.63,Paid,6558.96,2023-04-05,Company A
97,2023-02-20,"581 Martin Pike Suite 786, North Gregoryton, GU 81626","Hernandez, Mahoney and Montgomery",elizabethgould@esparza.biz,Macao,9904648869,Jose Adams,AI Solution,5696.42,857.31,341.25,Paid,5180.36,2023-03-07,Company E
30,2022-08-25,"7428 Michele Terrace, Hobbsside, AK 96880",Thomas-Singleton,amanda26@brewer.net,Azerbaijan,(965)844-8490x6936,Michael Dixon,Web Development,1007.76,115.35,60.76,Paid,953.17,2022-09-20,Company E
17,2022-09-13,"097 Reed Points, Penaland, DE 84710","Jimenez, Flores and Lee",myerssusan@mooney-reed.net,Luxembourg,369.625.1245x9169,Thomas Richards,IoT Solution,6699.08,238.7,463.45,Pending,6923.83,2022-09-28,Company A
74,2022-10-13,"76187 David Port, North Austin, UT 05278","Hernandez, Mendez and Lewis",zsimmons@munoz.org,Palau,+1-305-520-3421x56221,Robert Lawrence,E-commerce Development,2179.19,418.02,71.68,Paid,1832.85,2022-11-08,Company B
99,2023-01-17,"32140 Amy Glens, New Dawnport, GU 32583","Walker, Garcia and Hernandez",rconway@pittman-garcia.net,Denmark,001-284-799-4148x96560,Renee Wood,Web Development,2347.18,227.71,181.3,Overdue,2300.77,2023-01-29,Company D
1,2022-12-26,"72229 Lee Ranch Apt. 641, Powersmouth, PA 68415","Fry, Watts and Powell",mpratt@stafford.com,South Africa,317.751.7796x09341,William Chavez,UI/UX Design,842.72,47.61,21.87,Pending,816.98,2023-01-18,Company D
15,2023-05-06,"37995 Roth Cove Apt. 061, Singhton, CT 40947",Smith PLC,davischristopher@marshall-hudson.com,Venezuela,399-424-7401x6603,Tina Castro MD,Mobile App Development,2648.0,432.18,78.95,Paid,2294.77,2023-06-02,Company B
3,2022-10-08,"0907 Jake Extension Apt. 691, Lopezport, WI 55754",Taylor Group,zdavis@carter.net,Burkina Faso,444.491.1814,Justin Weaver,UI/UX Design,745.79,10.84,43.55,Overdue,778.5,2022-10-22,Company D
64,2023-01-26,"563 Samantha Springs Apt. 622, Port Matthewberg, OH 20912",Farmer PLC,michaelcook@welch-mitchell.net,Colombia,(616)229-9145x362,Tara Taylor,Mobile App Development,1912.55,243.68,168.85,Overdue,1837.72,2023-02-02,Company D
81,2022-12-22,"486 Jennifer Summit, Elizabethville, OH 15264","Walker, Sandoval and Parker",montgomerykevin@davenport.net,Ukraine,+1-525-665-5987x3269,Randy Sanford,IoT Solution,2185.68,58.07,197.69,Pending,2325.3,2022-12-30,Company B
50,2022-08-28,"058 Williams Ferry Apt. 569, East Tiffanyshire, MI 28411",Pierce PLC,dcontreras@shannon.com,Micronesia,(606)690-9971x76287,Mary Williams,Web Development,984.38,153.5,58.83,Overdue,889.71,2022-09-27,Company B
8,2023-02-07,"69827 Boyd View, Danielchester, ME 59888","Davis, Lin and Molina",dnguyen@mcknight.com,Costa Rica,(821)466-4512,David Anderson,AI Solution,9894.3,882.33,805.08,Pending,9817.05,2023-02-14,Company E
28,2022-07-16,"USNV Russell, FPO AP 24012",Mckinney PLC,kyleacosta@fuller-castro.com,Rwanda,(544)483-1565x1821,Marissa Ellis,IoT Solution,7243.95,760.07,703.07,Pending,7186.95,2022-08-15,Company D
13,2023-01-27,"601 Ashley Wells, Lake Jonathan, NC 31297",Harris-Brown,kristy79@newton-alexander.org,Madagascar,+1-498-765-9896x03705,Ana Miller,Web Development,2428.65,393.71,82.13,Pending,2117.07,2023-02-22,Company E
15,2023-01-27,"837 Miller Centers, Jenniferland, CT 65034",Mitchell-Fox,ricardohayes@chavez-jenkins.org,Guatemala,001-642-911-2420,Edward Edwards,Mobile App Development,1938.26,384.01,164.84,Pending,1719.09,2023-02-07,Company B
13,2023-04-19,"720 Clarence Forest Suite 262, Anthonyport, NE 69575",Huber Ltd,palmerjill@morgan.com,New Caledonia,908.547.1999,Carrie Ferguson,IoT Solution,2718.31,370.42,190.11,Pending,2538.0,2023-05-07,Company E
51,2023-07-08,"79630 Kevin Mission Apt. 752, Jessicabury, VI 52763",Bennett PLC,rickturner@rush.net,Guinea,+1-846-961-3611x2413,Scott Arroyo,AI Solution,7048.34,1218.87,28.4,Paid,5857.87,2023-07-20,Company D
99,2022-11-21,"77703 Jones Unions Apt. 427, Evansfort, KY 93619",Carrillo Inc,jacksonjoseph@robinson-young.com,Poland,001-238-224-2625,Samuel Arnold,Mobile App Development,2012.36,232.48,115.51,Overdue,1895.39,2022-12-19,Company D
34,2023-05-29,"405 Eric Key Suite 985, Sheilaborough, LA 57205",Powers-Hernandez,eric18@moreno.com,Georgia,901-824-7210x7585,Amy Sanchez,IoT Solution,4869.93,479.22,341.46,Overdue,4732.17,2023-06-26,Company B
96,2023-02-13,"USNV Pearson, FPO AP 27109","Grant, Mccullough and Kent",christine97@huang-smith.info,Guyana,001-929-763-7905x649,Paula Fox,UI/UX Design,813.25,40.94,23.22,Pending,795.53,2023-02-26,Company C
94,2023-05-29,"917 Ryan Row Suite 576, Gordonfurt, OR 94986",Johnson Group,hollandmelinda@wong.net,Venezuela,306.751.1299x107,Luis Atkins,E-commerce Development,1422.78,92.3,122.3,Paid,1452.78,2023-06-19,Company E
64,2023-05-10,"197 Karen Stream Apt. 819, Kristiefurt, WV 20190",Coleman Inc,reneewalker@martin.info,Tokelau,(530)961-8589x0204,Christopher Henry,AI Solution,7922.73,214.11,347.23,Paid,8055.85,2023-05-30,Company A
41,2022-08-23,"720 Lara Squares, Whitneyside, PA 51928",Nelson-Haas,gwilliams@lee.net,China,+1-439-333-4402x9182,Shane Pierce,IoT Solution,6920.56,1242.71,146.95,Pending,5824.8,2022-09-21,Company B
89,2022-12-09,"572 Wright Unions Apt. 049, East Michaelfurt, MP 38751","Garrett, Rivera and Flores",susan85@french-hall.net,Congo,+1-629-956-8031x1887,Christopher Fuller,IoT Solution,5026.86,235.9,0.44,Overdue,4791.4,2023-01-03,Company B
52,2022-09-23,"26849 Sherri Garden, Thomashaven, MH 84111",Anderson Inc,christian64@acevedo-matthews.net,Latvia,+1-499-848-6721,Anthony Miller,AI Solution,5453.78,925.39,194.23,Pending,4722.62,2022-10-11,Company D
30,2022-12-11,"1640 Strickland Gateway Suite 696, East Brandy, FL 30972",Jones-Brown,bmaynard@long.com,Bahrain,957.360.2763,Gary Hudson,Mobile App Development,4495.8,319.15,333.43,Overdue,4510.08,2023-01-08,Company D
13,2023-02-09,"1135 Megan Lake Suite 060, Raymondside, VT 53310",Davis Group,nburke@gonzalez.com,Lebanon,889.725.5071x7566,Jessica Huynh,UI/UX Design,378.97,42.78,4.87,Pending,341.06,2023-03-11,Company D
77,2022-09-18,"40262 Perez Lights, Davisland, FL 52311",Macias Group,rclark@zuniga-daniels.com,Algeria,685.313.0452,Jill Malone,IoT Solution,3017.5,203.87,80.47,Pending,2894.1,2022-10-04,Company E
19,2023-04-03,"62412 Romero Springs, Yolandatown, DC 32242",Bullock Inc,fstevenson@reed.com,Liechtenstein,+1-420-469-1566x35108,Kimberly Phillips,UI/UX Design,829.35,163.42,21.48,Overdue,687.41,2023-05-01,Company E
62,2022-12-21,"1783 Renee Spur Apt. 864, Kimtown, AK 21311",Wade and Sons,drobinson@douglas.info,Cambodia,+1-390-810-9312x0536,Matthew Mitchell,AI Solution,3679.92,623.21,18.24,Pending,3074.95,2023-01-16,Company E
68,2022-07-14,"48648 Ward Circles Suite 024, Gabriellefort, KS 20536",Saunders and Sons,laurasnyder@johnston-gilbert.biz,Sao Tome and Principe,001-828-991-9398,Angela Mcclure,AI Solution,5302.74,510.75,274.05,Paid,5066.04,2022-08-11,Company E
38,2022-07-16,"3316 Katherine Plain Suite 705, Kimtown, KS 62532",Thomas LLC,umullins@bowers.com,Cayman Islands,+1-652-486-5687x961,Sarah Kaufman,AI Solution,5813.56,253.83,509.02,Pending,6068.75,2022-08-11,Company C
29,2023-04-13,"USS Murray, FPO AE 11208",Miller Group,ashley99@phillips-wolf.com,Bangladesh,5267035762,Stephanie Smith,UI/UX Design,859.18,25.75,79.85,Overdue,913.28,2023-04-27,Company C
